"filename", "language", "C#", "JSON", "Markdown", "ShaderLab", "XML", "HTML", "comment", "blank", "total"
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Modifiers\StartEndModifier.cs", "C#", 126, 0, 0, 0, 0, 0, 124, 36, 286
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Navmesh\NavmeshUpdates.cs", "C#", 20, 0, 0, 0, 0, 0, 33, 3, 56
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Navmesh\RelevantGraphSurface.cs", "C#", 67, 0, 0, 0, 0, 0, 11, 17, 95
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\PackageTools\Editor\EditorBase.cs", "C#", 200, 0, 0, 0, 0, 0, 9, 38, 247
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\PackageTools\Editor\EditorGUIx.cs", "C#", 164, 0, 0, 0, 0, 0, 39, 43, 246
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\PackageTools\Editor\EnumFlagDrawer.cs", "C#", 32, 0, 0, 0, 0, 0, 3, 5, 40
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\PackageTools\EnumFlagAttribute.cs", "C#", 5, 0, 0, 0, 0, 0, 1, 2, 8
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\PackageTools\UniqueComponentAttribute.cs", "C#", 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\PackageTools\VersionedMonoBehaviour.cs", "C#", 31, 0, 0, 0, 0, 0, 12, 11, 54
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Pathfinders\ABPath.cs", "C#", 390, 0, 0, 0, 0, 0, 259, 108, 757
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\TurnBased\BlockManager.cs", "C#", 97, 0, 0, 0, 0, 0, 49, 24, 170
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\TurnBased\SingleNodeBlocker.cs", "C#", 32, 0, 0, 0, 0, 0, 30, 8, 70
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\AstarChecksum.cs", "C#", 12, 0, 0, 0, 0, 0, 6, 4, 22
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\AstarMemory.cs", "C#", 50, 0, 0, 0, 0, 0, 48, 12, 110
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\AstarParallel.cs", "C#", 72, 0, 0, 0, 0, 0, 25, 11, 108
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\AstarProfiler.cs", "C#", 145, 0, 0, 0, 0, 0, 45, 36, 226
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\DotNetReplacements.cs", "C#", 118, 0, 0, 0, 0, 0, 11, 35, 164
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\DynamicGridObstacle.cs", "C#", 127, 0, 0, 0, 0, 0, 73, 36, 236
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\Funnel.cs", "C#", 267, 0, 0, 0, 0, 0, 91, 75, 433
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\GraphGizmoHelper.cs", "C#", 125, 0, 0, 0, 0, 0, 18, 22, 165
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\GraphUpdateUtilities.cs", "C#", 34, 0, 0, 0, 0, 0, 61, 15, 110
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\PathUtilities.cs", "C#", 263, 0, 0, 0, 0, 0, 193, 81, 537
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\ProceduralGridMover.cs", "C#", 194, 0, 0, 0, 0, 0, 133, 50, 377
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\ProfileHelper.cs", "C#", 99, 0, 0, 0, 0, 0, 5, 20, 124
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\RetainedGizmos.cs", "C#", 243, 0, 0, 0, 0, 0, 80, 54, 377
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\Utilities\UnityReferenceHelper.cs", "C#", 30, 0, 0, 0, 0, 0, 6, 5, 41
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\link.xml", "XML", 0, 0, 0, 0, 22, 0, 0, 0, 22
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\AstarPathfindingProject\package.json", "JSON", 0, 42, 0, 0, 0, 0, 0, 0, 42
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\BulletTime.cs", "C#", 42, 0, 0, 0, 0, 0, 0, 10, 52
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\CarFinish.cs", "C#", 34, 0, 0, 0, 0, 0, 2, 7, 43
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Cutscene.cs", "C#", 17, 0, 0, 0, 0, 0, 1, 5, 23
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\EnemyAlertet.cs", "C#", 32, 0, 0, 0, 0, 0, 0, 15, 47
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\EnemyCollecter.cs", "C#", 52, 0, 0, 0, 0, 0, 2, 14, 68
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\EnemyHandsAim.cs", "C#", 34, 0, 0, 0, 0, 0, 1, 4, 39
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\EnemySpawner.cs", "C#", 22, 0, 0, 0, 0, 0, 1, 5, 28
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Finish.cs", "C#", 12, 0, 0, 0, 0, 0, 0, 14, 26
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Ghost\GameManeger.cs", "C#", 27, 0, 0, 0, 0, 0, 1, 4, 32
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Ghost\PlayerGhost.cs", "C#", 26, 0, 0, 0, 0, 0, 2, 4, 32
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Prefab\Plugins\Demigiant\DOTween\Modules\DOTweenModuleAudio.cs", "C#", 98, 0, 0, 0, 0, 0, 80, 25, 203
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Prefab\Plugins\Demigiant\DOTween\Modules\DOTweenModuleEPOOutline.cs", "C#", 109, 0, 0, 0, 0, 0, 18, 20, 147
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Prefab\Plugins\Demigiant\DOTween\Modules\DOTweenModulePhysics.cs", "C#", 137, 0, 0, 0, 0, 0, 60, 20, 217
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Prefab\Plugins\Demigiant\DOTween\Modules\DOTweenModulePhysics2D.cs", "C#", 125, 0, 0, 0, 0, 0, 51, 18, 194
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Prefab\Plugins\Demigiant\DOTween\Modules\DOTweenModuleSprite.cs", "C#", 63, 0, 0, 0, 0, 0, 17, 14, 94
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Prefab\Plugins\Demigiant\DOTween\Modules\DOTweenModuleUI.cs", "C#", 390, 0, 0, 0, 0, 0, 203, 70, 663
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Prefab\Plugins\Demigiant\DOTween\Modules\DOTweenModuleUnityVersion.cs", "C#", 264, 0, 0, 0, 0, 0, 99, 41, 404
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Prefab\Plugins\Demigiant\DOTween\Modules\DOTweenModuleUtils.cs", "C#", 123, 0, 0, 0, 0, 0, 27, 18, 168
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\SceneController.cs", "C#", 22, 0, 0, 0, 0, 0, 1, 3, 26
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\ContinueUI.cs", "C#", 68, 0, 0, 0, 0, 0, 36, 7, 111
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Dialog.cs", "C#", 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\DialogManger.cs", "C#", 57, 0, 0, 0, 0, 0, 0, 15, 72
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\DialogTrigger.cs", "C#", 47, 0, 0, 0, 0, 0, 1, 16, 64
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Door.cs", "C#", 25, 0, 0, 0, 0, 0, 2, 10, 37
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Enemy1Ai.cs", "C#", 119, 0, 0, 0, 0, 0, 2, 29, 150
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Enemy3AI.cs", "C#", 133, 0, 0, 0, 0, 0, 3, 28, 164
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\EnemyBulletScript.cs", "C#", 55, 0, 0, 0, 0, 0, 4, 10, 69
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\EnemyShooter.cs", "C#", 110, 0, 0, 0, 0, 0, 2, 23, 135
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Fades.cs", "C#", 30, 0, 0, 0, 0, 0, 1, 7, 38
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Health.cs", "C#", 129, 0, 0, 0, 0, 0, 4, 39, 172
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Items\Guns.cs", "C#", 150, 0, 0, 0, 0, 0, 8, 43, 201
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Items\Item_Gun.cs", "C#", 43, 0, 0, 0, 0, 0, 10, 13, 66
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Items\Item_Melee.cs", "C#", 43, 0, 0, 0, 0, 0, 2, 12, 57
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Items\Objects_Guns.cs", "C#", 21, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Items\Objects_Weapons.cs", "C#", 20, 0, 0, 0, 0, 0, 0, 5, 25
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Items\Weapon.cs", "C#", 115, 0, 0, 0, 0, 0, 5, 34, 154
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\LocationNames.cs", "C#", 37, 0, 0, 0, 0, 0, 2, 13, 52
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Menu\FloatingDuckUI.cs", "C#", 18, 0, 0, 0, 0, 0, 0, 9, 27
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Menu\JokerBaground.cs", "C#", 18, 0, 0, 0, 0, 0, 2, 6, 26
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Menu\JokerCarUI.cs", "C#", 15, 0, 0, 0, 0, 0, 2, 4, 21
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Menu\MenuSystem.cs", "C#", 174, 0, 0, 0, 0, 0, 4, 57, 235
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Menu\StartKeyUI.cs", "C#", 40, 0, 0, 0, 0, 0, 0, 11, 51
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Menu\TitleScreen.cs", "C#", 15, 0, 0, 0, 0, 0, 1, 8, 24
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Player\AimWithGun.cs", "C#", 33, 0, 0, 0, 0, 0, 0, 8, 41
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Player\AimWithWeapon.cs", "C#", 47, 0, 0, 0, 0, 0, 0, 7, 54
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Player\Bullet.cs", "C#", 46, 0, 0, 0, 0, 0, 3, 17, 66
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Player\Mouse.cs", "C#", 17, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Player\Player.cs", "C#", 75, 0, 0, 0, 0, 0, 1, 21, 97
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Player\PlayerMovment.cs", "C#", 131, 0, 0, 0, 0, 0, 3, 37, 171
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Player\ShakeManager.cs", "C#", 15, 0, 0, 0, 0, 0, 1, 3, 19
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Player\ShowMousePos.cs", "C#", 12, 0, 0, 0, 0, 0, 2, 5, 19
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Player\UI_ChargeThrow.cs", "C#", 35, 0, 0, 0, 0, 0, 2, 14, 51
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Player\YoungMechanics.cs", "C#", 129, 0, 0, 0, 0, 0, 16, 30, 175
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Player\YoungMovment.cs", "C#", 84, 0, 0, 0, 0, 0, 3, 14, 101
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\UIInteractive.cs", "C#", 38, 0, 0, 0, 0, 0, 1, 5, 44
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\Wandering.cs", "C#", 66, 0, 0, 0, 0, 0, 0, 22, 88
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\boss\BossCamera.cs", "C#", 34, 0, 0, 0, 0, 0, 1, 12, 47
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\boss\BossHealingPot.cs", "C#", 27, 0, 0, 0, 0, 0, 0, 13, 40
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\boss\Boss_Egg.cs", "C#", 35, 0, 0, 0, 0, 0, 2, 8, 45
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\boss\DangeSignPopUp.cs", "C#", 20, 0, 0, 0, 0, 0, 1, 8, 29
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\boss\bossSystem.cs", "C#", 265, 0, 0, 0, 0, 0, 6, 97, 368
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\Script\screenShakeHandler.cs", "C#", 31, 0, 0, 0, 0, 0, 0, 17, 48
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark01.cs", "C#", 63, 0, 0, 0, 0, 0, 29, 37, 129
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark01_UGUI.cs", "C#", 59, 0, 0, 0, 0, 0, 37, 40, 136
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark02.cs", "C#", 65, 0, 0, 0, 0, 0, 6, 27, 98
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark03.cs", "C#", 73, 0, 0, 0, 0, 0, 1, 19, 93
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark04.cs", "C#", 41, 0, 0, 0, 0, 0, 26, 19, 86
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\CameraController.cs", "C#", 198, 0, 0, 0, 0, 0, 25, 69, 292
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\ChatController.cs", "C#", 31, 0, 0, 0, 0, 0, 5, 16, 52
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\DropdownSample.cs", "C#", 15, 0, 0, 0, 0, 0, 0, 5, 20
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\EnvMapAnimator.cs", "C#", 23, 0, 0, 0, 0, 0, 4, 9, 36
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\ObjectSpin.cs", "C#", 50, 0, 0, 0, 0, 0, 4, 15, 69
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\ShaderPropAnimator.cs", "C#", 33, 0, 0, 0, 0, 0, 5, 14, 52
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\SimpleScript.cs", "C#", 24, 0, 0, 0, 0, 0, 15, 20, 59
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\SkewTextExample.cs", "C#", 95, 0, 0, 0, 0, 0, 18, 46, 159
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_DigitValidator.cs", "C#", 19, 0, 0, 0, 0, 0, 5, 4, 28
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_ExampleScript_01.cs", "C#", 37, 0, 0, 0, 0, 0, 9, 19, 65
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_FrameRateCounter.cs", "C#", 91, 0, 0, 0, 0, 0, 11, 33, 135
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_PhoneNumberValidator.cs", "C#", 93, 0, 0, 0, 0, 0, 7, 6, 106
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextEventCheck.cs", "C#", 56, 0, 0, 0, 0, 0, 1, 17, 74
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextEventHandler.cs", "C#", 170, 0, 0, 0, 0, 0, 31, 54, 255
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextInfoDebugTool.cs", "C#", 409, 0, 0, 0, 0, 0, 97, 147, 653
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextSelector_A.cs", "C#", 100, 0, 0, 0, 0, 0, 17, 41, 158
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextSelector_B.cs", "C#", 250, 0, 0, 0, 0, 0, 191, 107, 548
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_UiFrameRateCounter.cs", "C#", 96, 0, 0, 0, 0, 0, 1, 28, 125
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TMPro_InstructionOverlay.cs", "C#", 55, 0, 0, 0, 0, 0, 6, 24, 85
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TeleType.cs", "C#", 40, 0, 0, 0, 0, 0, 15, 28, 83
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TextConsoleSimulator.cs", "C#", 79, 0, 0, 0, 0, 0, 13, 29, 121
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TextMeshProFloatingText.cs", "C#", 135, 0, 0, 0, 0, 0, 32, 57, 224
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\TextMeshSpawner.cs", "C#", 46, 0, 0, 0, 0, 0, 13, 21, 80
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexColorCycler.cs", "C#", 48, 0, 0, 0, 0, 0, 13, 24, 85
"c:\Programering\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\ShutTheDuckUpBreakOut\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexJitter.cs", "C#", 105, 0, 0, 0, 0, 0, 26, 44, 175
